Date,Product,Qty_Units,Group_Qty_Kg,Avg_Rate,Total_Amount,Category,Year,Month,Month_Name,Quarter,Week,Revenue_per_Kg
2025-04-22,Cheese Slice 100gm,22.0,2.2,63.0,1386.02,Cheese,2025,4,Apr,2,17,630.0090909090909
2025-04-23,Cheese Spread Plain 200gm,2.0,0.4,91.5,182.99,Cheese,2025,4,Apr,2,17,457.475
2025-04-23,Cheese Slice 100gm,42.0,4.2,63.0,2646.01,Cheese,2025,4,Apr,2,17,630.002380952381
2025-04-24,Cheese Slice 100gm,20.0,2.0,63.0,1260.0,Cheese,2025,4,Apr,2,17,630.0
2025-04-25,Cheese Spread Plain 200gm,4.0,0.8,91.5,366.01,Cheese,2025,4,Apr,2,17,457.5125
2025-04-25,Cheese Slice 100gm,42.0,4.2,65.14,2736.0,Cheese,2025,4,Apr,2,17,651.4285714285714
2025-04-26,Cheese Spread Plain 200gm,1.0,0.2,91.5,91.5,Cheese,2025,4,Apr,2,17,457.5
2025-04-26,Cheese Slice 100gm,42.0,4.2,63.0,2646.04,Cheese,2025,4,Apr,2,17,630.0095238095238
2025-04-27,Cheese Slice 100gm,11.0,1.1,63.0,693.01,Cheese,2025,4,Apr,2,17,630.0090909090909
2025-04-28,Cheese Spread Plain 200gm,2.0,0.4,91.5,182.99,Cheese,2025,4,Apr,2,18,457.475
2025-04-28,Cheese Slice 100gm,28.0,2.8,63.0,1764.0,Cheese,2025,4,Apr,2,18,630.0
2025-04-29,Cheese Spread Plain 200gm,2.0,0.4,97.51,195.01,Cheese,2025,4,Apr,2,18,487.525
2025-04-29,Cheese Slice 100gm,53.0,5.3,63.48,3364.23,Cheese,2025,4,Apr,2,18,634.7603773584906
2025-04-30,Cheese Spread Plain 200gm,6.0,1.2,91.5,549.0,Cheese,2025,4,Apr,2,18,457.5
2025-04-30,Cheese Slice 100gm,32.0,3.2,63.0,2016.0,Cheese,2025,4,Apr,2,18,630.0
2025-05-01,Cheese Slice 100gm,17.0,1.7,63.0,1071.03,Cheese,2025,5,May,2,18,630.0176470588235
2025-05-02,Cheese Spread Plain 200gm,3.0,0.6,91.5,274.51,Cheese,2025,5,May,2,18,457.51666666666665
2025-05-02,Cheese Slice 100gm,36.0,3.6,63.0,2268.02,Cheese,2025,5,May,2,18,630.0055555555556
2025-05-03,Cheese Slice 100gm,22.0,2.2,63.0,1386.0,Cheese,2025,5,May,2,18,630.0
2025-05-05,Cheese Spread Plain 200gm,2.0,0.4,91.5,182.99,Cheese,2025,5,May,2,19,457.475
2025-05-05,Cheese Slice 100gm,5.0,0.5,63.0,315.01,Cheese,2025,5,May,2,19,630.02
2025-05-06,Cheese Slice 100gm,37.0,3.7,63.0,2331.03,Cheese,2025,5,May,2,19,630.0081081081081
2025-05-07,Cheese Slice 100gm,47.0,4.7,63.54,2986.23,Cheese,2025,5,May,2,19,635.368085106383
2025-05-08,Cheese Spread Plain 200gm,1.0,0.2,91.5,91.5,Cheese,2025,5,May,2,19,457.5
2025-05-08,Cheese Slice 100gm,23.0,2.3,63.0,1449.03,Cheese,2025,5,May,2,19,630.0130434782609
2025-05-09,Cheese Slice 100gm,49.0,4.9,64.84,3177.01,Cheese,2025,5,May,2,19,648.369387755102
2025-05-10,Cheese Slice 100gm,72.0,7.2,64.25,4626.02,Cheese,2025,5,May,2,19,642.5027777777779
2025-05-11,Cheese Spread Plain 200gm,2.0,0.4,91.5,182.99,Cheese,2025,5,May,2,19,457.475
2025-05-11,Cheese Slice 100gm,4.0,0.4,63.0,252.0,Cheese,2025,5,May,2,19,630.0
2025-05-12,Cheese Spread Plain 200gm,2.0,0.4,91.5,182.99,Cheese,2025,5,May,2,20,457.475
2025-05-12,Cheese Slice 100gm,28.0,2.8,63.96,1791.01,Cheese,2025,5,May,2,20,639.6464285714286
2025-05-13,Cheese Spread Plain 200gm,4.0,0.8,91.5,365.98,Cheese,2025,5,May,2,20,457.475
2025-05-13,Cheese Slice 100gm,18.0,1.8,63.0,1134.02,Cheese,2025,5,May,2,20,630.0111111111111
2025-05-14,Cheese Slice 100gm,50.0,5.0,63.25,3162.63,Cheese,2025,5,May,2,20,632.5260000000001
2025-05-15,Cheese Slice 100gm,37.0,3.7,63.0,2331.01,Cheese,2025,5,May,2,20,630.0027027027028
2025-05-16,Cheese Slice 100gm,34.0,3.4,64.17,2181.62,Cheese,2025,5,May,2,20,641.6529411764706
2025-05-17,Cheese Spread Plain 200gm,3.0,0.6,91.5,274.51,Cheese,2025,5,May,2,20,457.51666666666665
2025-05-17,Cheese Slice 100gm,31.0,3.1,65.9,2043.03,Cheese,2025,5,May,2,20,659.0419354838709
2025-05-19,Cheese Slice 100gm,33.0,3.3,63.82,2106.02,Cheese,2025,5,May,2,21,638.1878787878788
2025-05-20,Cheese Slice 100gm,30.0,3.0,63.0,1890.02,Cheese,2025,5,May,2,21,630.0066666666667
2025-05-21,Cheese Spread Plain 200gm,2.0,0.4,91.5,182.99,Cheese,2025,5,May,2,21,457.475
2025-05-21,Cheese Slice 100gm,51.0,5.1,63.35,3231.0,Cheese,2025,5,May,2,21,633.529411764706
2025-05-22,Cheese Spread Plain 200gm,1.0,0.2,91.5,91.5,Cheese,2025,5,May,2,21,457.5
2025-05-22,Cheese Slice 100gm,36.0,3.6,63.0,2268.0,Cheese,2025,5,May,2,21,630.0
2025-05-23,Cheese Slice 100gm,24.0,2.4,63.0,1512.0,Cheese,2025,5,May,2,21,630.0
2025-05-24,Cheese Slice 100gm,49.0,4.9,64.84,3177.01,Cheese,2025,5,May,2,21,648.369387755102
2025-05-25,Cheese Slice 100gm,15.0,1.5,63.0,945.01,Cheese,2025,5,May,2,21,630.0066666666667
2025-05-26,Cheese Slice 100gm,23.0,2.3,63.0,1449.01,Cheese,2025,5,May,2,22,630.004347826087
2025-05-27,Cheese Slice 100gm,13.0,1.3,63.0,819.01,Cheese,2025,5,May,2,22,630.0076923076923
2025-05-28,Cheese Slice 100gm,20.0,2.0,64.35,1287.01,Cheese,2025,5,May,2,22,643.505
2025-05-29,Cheese Slice 100gm,29.0,2.9,63.0,1827.03,Cheese,2025,5,May,2,22,630.0103448275862
2025-05-30,Cheese Slice 100gm,34.0,3.4,63.37,2154.63,Cheese,2025,5,May,2,22,633.714705882353
2025-05-31,Cheese Spread Plain 200gm,2.0,0.4,91.5,182.99,Cheese,2025,5,May,2,22,457.475
2025-05-31,Cheese Slice 100gm,39.0,3.9,65.31,2547.03,Cheese,2025,5,May,2,22,653.0846153846154
2025-06-02,Cheese Spread Plain 200gm,3.0,0.6,97.5,292.5,Cheese,2025,6,Jun,2,23,487.5
2025-06-02,Cheese Slice 100gm,41.0,4.1,63.66,2610.02,Cheese,2025,6,Jun,2,23,636.590243902439
2025-06-03,Cheese Spread Plain 200gm,1.0,0.2,97.49,97.49,Cheese,2025,6,Jun,2,23,487.44999999999993
2025-06-03,Cheese Slice 100gm,51.0,5.1,63.0,3213.01,Cheese,2025,6,Jun,2,23,630.0019607843138
2025-06-04,Cheese Slice 100gm,33.0,3.3,63.38,2091.64,Cheese,2025,6,Jun,2,23,633.8303030303031
2025-06-05,Cheese Slice 100gm,21.0,2.1,63.0,1323.01,Cheese,2025,6,Jun,2,23,630.0047619047618
2025-06-06,Cheese Spread Plain 200gm,2.0,0.4,91.5,182.99,Cheese,2025,6,Jun,2,23,457.475
2025-06-06,Cheese Slice 100gm,133.0,13.3,63.19,8404.23,Cheese,2025,6,Jun,2,23,631.8969924812029
2025-06-07,Cheese Spread Plain 200gm,2.0,0.4,91.5,182.99,Cheese,2025,6,Jun,2,23,457.475
2025-06-07,Cheese Slice 100gm,31.0,3.1,63.0,1953.01,Cheese,2025,6,Jun,2,23,630.0032258064516
2025-06-09,Cheese Slice 100gm,13.0,1.3,65.08,846.02,Cheese,2025,6,Jun,2,24,650.7846153846153
2025-06-10,Cheese Slice 100gm,43.0,4.3,63.0,2709.03,Cheese,2025,6,Jun,2,24,630.0069767441861
2025-06-11,Cheese Spread Plain 200gm,2.0,0.4,91.5,182.99,Cheese,2025,6,Jun,2,24,457.475
2025-06-11,Cheese Slice 100gm,49.0,4.9,63.0,3087.01,Cheese,2025,6,Jun,2,24,630.0020408163265
2025-06-12,Cheese Slice 100gm,52.0,5.2,63.0,3276.0,Cheese,2025,6,Jun,2,24,630.0
2025-06-13,Cheese Spread Plain 200gm,4.0,0.8,91.5,365.98,Cheese,2025,6,Jun,2,24,457.475
2025-06-13,Cheese Slice 100gm,30.0,3.0,63.0,1890.0,Cheese,2025,6,Jun,2,24,630.0
2025-06-14,Cheese Slice 100gm,45.0,4.5,63.0,2835.05,Cheese,2025,6,Jun,2,24,630.0111111111112
2025-06-15,Cheese Slice 100gm,24.0,2.4,63.0,1512.0,Cheese,2025,6,Jun,2,24,630.0
2025-06-16,Cheese Slice 100gm,35.0,3.5,63.0,2205.01,Cheese,2025,6,Jun,2,25,630.0028571428572
2025-06-17,Cheese Spread Plain 200gm,2.0,0.4,91.5,182.99,Cheese,2025,6,Jun,2,25,457.475
2025-06-17,Cheese Slice 100gm,38.0,3.8,63.0,2394.02,Cheese,2025,6,Jun,2,25,630.0052631578948
2025-06-18,Cheese Spread Plain 200gm,3.0,0.6,91.5,274.51,Cheese,2025,6,Jun,2,25,457.51666666666665
2025-06-18,Cheese Slice 100gm,77.0,7.7,63.0,4851.03,Cheese,2025,6,Jun,2,25,630.0038961038961
2025-06-19,Cheese Spread Plain 200gm,2.0,0.4,91.5,182.99,Cheese,2025,6,Jun,2,25,457.475
2025-06-19,Cheese Slice 100gm,28.0,2.8,63.0,1764.02,Cheese,2025,6,Jun,2,25,630.0071428571429
2025-06-20,Cheese Spread Plain 200gm,4.0,0.8,91.5,365.98,Cheese,2025,6,Jun,2,25,457.475
2025-06-20,Cheese Slice 100gm,68.0,6.8,65.09,4426.21,Cheese,2025,6,Jun,2,25,650.9132352941177
2025-06-21,Cheese Spread Plain 200gm,2.0,0.4,91.5,182.99,Cheese,2025,6,Jun,2,25,457.475
2025-06-21,Cheese Slice 100gm,15.0,1.5,63.0,945.01,Cheese,2025,6,Jun,2,25,630.0066666666667
2025-06-23,Cheese Spread Plain 200gm,4.0,0.8,91.5,365.98,Cheese,2025,6,Jun,2,26,457.475
2025-06-23,Cheese Slice 100gm,52.0,5.2,63.24,3288.61,Cheese,2025,6,Jun,2,26,632.425
2025-06-24,Cheese Spread Plain 200gm,7.0,1.4,91.5,640.49,Cheese,2025,6,Jun,2,26,457.4928571428572
2025-06-24,Cheese Slice 100gm,50.0,5.0,63.36,3168.01,Cheese,2025,6,Jun,2,26,633.6020000000001
2025-06-25,Cheese Spread Plain 200gm,1.0,0.2,91.5,91.5,Cheese,2025,6,Jun,2,26,457.5
2025-06-25,Cheese Slice 100gm,70.0,7.0,63.18,4422.63,Cheese,2025,6,Jun,2,26,631.8042857142857
2025-06-26,Cheese Slice 100gm,44.0,4.4,63.0,2772.0,Cheese,2025,6,Jun,2,26,630.0
2025-06-27,Cheese Slice 100gm,91.0,9.1,63.0,5733.01,Cheese,2025,6,Jun,2,26,630.001098901099
2025-06-28,Cheese Slice 100gm,60.0,6.0,64.5,3870.02,Cheese,2025,6,Jun,2,26,645.0033333333333
2025-06-29,Cheese Spread Plain 200gm,2.0,0.4,91.5,182.99,Cheese,2025,6,Jun,2,26,457.475
2025-06-29,Cheese Slice 100gm,29.0,2.9,63.0,1827.01,Cheese,2025,6,Jun,2,26,630.0034482758621
2025-06-30,Cheese Spread Plain 200gm,6.0,1.2,91.5,549.02,Cheese,2025,6,Jun,2,27,457.51666666666665
2025-06-30,Cheese Slice 100gm,55.0,5.5,63.46,3490.23,Cheese,2025,6,Jun,2,27,634.5872727272728
2025-07-01,Cheese Spread Plain 200gm,5.0,1.0,93.9,469.52,Cheese,2025,7,Jul,3,27,469.52
2025-07-01,Cheese Slice 100gm,41.0,4.1,64.54,2646.02,Cheese,2025,7,Jul,3,27,645.3707317073171
2025-07-02,Cheese Spread Plain 200gm,1.0,0.2,91.5,91.5,Cheese,2025,7,Jul,3,27,457.5
2025-07-02,Cheese Slice 100gm,52.0,5.2,64.0,3328.21,Cheese,2025,7,Jul,3,27,640.0403846153846
2025-07-03,Cheese Slice 100gm,29.0,2.9,63.0,1827.01,Cheese,2025,7,Jul,3,27,630.0034482758621
2025-07-04,Cheese Spread Plain 200gm,3.0,0.6,91.5,274.49,Cheese,2025,7,Jul,3,27,457.48333333333335
2025-07-04,Cheese Slice 100gm,111.0,11.1,63.81,7083.05,Cheese,2025,7,Jul,3,27,638.1126126126127
2025-07-05,Cheese Slice 100gm,29.0,2.9,63.0,1827.01,Cheese,2025,7,Jul,3,27,630.0034482758621
2025-07-06,Cheese Slice 100gm,18.0,1.8,63.0,1134.0,Cheese,2025,7,Jul,3,27,630.0
2025-07-07,Cheese Slice 100gm,20.0,2.0,63.63,1272.61,Cheese,2025,7,Jul,3,28,636.305
2025-07-08,Cheese Spread Plain 200gm,7.0,1.4,93.22,652.51,Cheese,2025,7,Jul,3,28,466.0785714285715
2025-07-08,Cheese Slice 100gm,109.0,10.9,63.25,6894.0,Cheese,2025,7,Jul,3,28,632.4770642201835
2025-07-09,Cheese Spread Plain 200gm,5.0,1.0,91.5,457.5,Cheese,2025,7,Jul,3,28,457.5
2025-07-09,Cheese Slice 100gm,5.0,0.5,63.0,315.01,Cheese,2025,7,Jul,3,28,630.02
2025-07-10,Cheese Slice 100gm,60.0,6.0,63.21,3792.63,Cheese,2025,7,Jul,3,28,632.105
2025-07-11,Cheese Spread Plain 200gm,2.0,0.4,91.5,182.99,Cheese,2025,7,Jul,3,28,457.475
2025-07-11,Cheese Slice 100gm,54.0,5.4,63.0,3402.02,Cheese,2025,7,Jul,3,28,630.0037037037036
2025-07-12,Cheese Slice 100gm,65.0,6.5,63.0,4095.01,Cheese,2025,7,Jul,3,28,630.0015384615385
2025-07-14,Cheese Spread Plain 200gm,3.0,0.6,91.5,274.51,Cheese,2025,7,Jul,3,29,457.51666666666665
2025-07-14,Cheese Slice 100gm,90.0,9.0,63.28,5695.22,Cheese,2025,7,Jul,3,29,632.8022222222222
2025-07-15,Cheese Spread Plain 200gm,2.0,0.4,97.51,195.01,Cheese,2025,7,Jul,3,29,487.525
2025-07-15,Cheese Slice 100gm,82.0,8.2,63.33,5193.03,Cheese,2025,7,Jul,3,29,633.2963414634147
2025-07-16,Cheese Slice 100gm,103.0,10.3,63.37,6526.84,Cheese,2025,7,Jul,3,29,633.673786407767
2025-07-17,Cheese Slice 100gm,80.0,8.0,63.0,5040.02,Cheese,2025,7,Jul,3,29,630.0025
2025-07-18,Cheese Spread Plain 200gm,5.0,1.0,91.5,457.5,Cheese,2025,7,Jul,3,29,457.5
2025-07-18,Cheese Slice 100gm,64.0,6.4,63.72,4077.93,Cheese,2025,7,Jul,3,29,637.1765624999999
2025-07-19,Cheese Spread Plain 200gm,4.0,0.8,94.5,378.0,Cheese,2025,7,Jul,3,29,472.5
2025-07-19,Cheese Slice 100gm,53.0,5.3,63.85,3384.03,Cheese,2025,7,Jul,3,29,638.4962264150944
2025-07-20,Cheese Slice 100gm,60.0,6.0,63.0,3780.02,Cheese,2025,7,Jul,3,29,630.0033333333333
2025-07-21,Cheese Spread Plain 200gm,2.0,0.4,91.5,182.99,Cheese,2025,7,Jul,3,30,457.475
2025-07-21,Cheese Slice 100gm,76.0,7.6,63.33,4813.22,Cheese,2025,7,Jul,3,30,633.3184210526316
2025-07-22,Cheese Slice 100gm,88.0,8.8,63.31,5571.03,Cheese,2025,7,Jul,3,30,633.0715909090908
2025-07-23,Cheese Slice 100gm,45.0,4.5,65.8,2961.01,Cheese,2025,7,Jul,3,30,658.0022222222223
2025-07-24,Cheese Spread Plain 200gm,1.0,0.2,91.5,91.5,Cheese,2025,7,Jul,3,30,457.5
2025-07-24,Cheese Slice 100gm,15.0,1.5,63.0,945.01,Cheese,2025,7,Jul,3,30,630.0066666666667
2025-07-25,Cheese Spread Plain 200gm,7.0,1.4,91.5,640.49,Cheese,2025,7,Jul,3,30,457.4928571428572
2025-07-25,Cheese Slice 100gm,97.0,9.7,64.32,6238.82,Cheese,2025,7,Jul,3,30,643.1773195876289
2025-07-26,Cheese Slice 100gm,91.0,9.1,63.59,5787.0,Cheese,2025,7,Jul,3,30,635.934065934066
2025-07-27,Cheese Slice 100gm,25.0,2.5,63.0,1575.01,Cheese,2025,7,Jul,3,30,630.004
2025-07-28,Cheese Slice 100gm,63.0,6.3,64.77,4080.63,Cheese,2025,7,Jul,3,31,647.7190476190476
2025-07-29,Cheese Spread Plain 200gm,2.0,0.4,91.5,182.99,Cheese,2025,7,Jul,3,31,457.475
2025-07-29,Cheese Slice 100gm,125.0,12.5,63.14,7893.02,Cheese,2025,7,Jul,3,31,631.4416
2025-07-30,Cheese Slice 100gm,127.0,12.7,63.51,8065.85,Cheese,2025,7,Jul,3,31,635.1062992125985
2025-07-31,Cheese Spread Plain 200gm,1.0,0.2,91.5,91.5,Cheese,2025,7,Jul,3,31,457.5
2025-07-31,Cheese Slice 100gm,70.0,7.0,63.0,4410.02,Cheese,2025,7,Jul,3,31,630.0028571428572
2025-08-01,Cheese Slice 100gm,81.0,8.1,63.31,5128.23,Cheese,2025,8,Aug,3,31,633.1148148148147
2025-08-02,Cheese Spread Plain 200gm,1.0,0.2,91.5,91.5,Cheese,2025,8,Aug,3,31,457.5
2025-08-02,Cheese Slice 100gm,56.0,5.6,63.0,3528.02,Cheese,2025,8,Aug,3,31,630.0035714285715
2025-08-03,Cheese Slice 100gm,20.0,2.0,67.5,1350.0,Cheese,2025,8,Aug,3,31,675.0
2025-08-04,Cheese Slice 100gm,60.0,6.0,63.9,3834.01,Cheese,2025,8,Aug,3,32,639.0016666666667
2025-08-05,Cheese Spread Plain 200gm,7.0,1.4,91.5,640.52,Cheese,2025,8,Aug,3,32,457.51428571428573
2025-08-05,Cheese Slice 100gm,62.0,6.2,63.44,3933.03,Cheese,2025,8,Aug,3,32,634.3596774193549
2025-08-06,Cheese Spread Plain 200gm,6.0,1.2,91.5,549.0,Cheese,2025,8,Aug,3,32,457.5
2025-08-06,Cheese Slice 100gm,66.0,6.6,63.79,4210.21,Cheese,2025,8,Aug,3,32,637.9106060606061
2025-08-07,Cheese Spread Plain 200gm,1.0,0.2,91.5,91.5,Cheese,2025,8,Aug,3,32,457.5
2025-08-07,Cheese Slice 100gm,47.0,4.7,63.0,2961.01,Cheese,2025,8,Aug,3,32,630.0021276595745
2025-08-08,Cheese Slice 100gm,80.0,8.0,63.0,5040.04,Cheese,2025,8,Aug,3,32,630.005
2025-08-09,Cheese Slice 100gm,23.0,2.3,63.0,1449.03,Cheese,2025,8,Aug,3,32,630.0130434782609
2025-08-10,Cheese Slice 100gm,30.0,3.0,63.0,1890.0,Cheese,2025,8,Aug,3,32,630.0
2025-08-11,Cheese Slice 100gm,73.0,7.3,63.0,4599.01,Cheese,2025,8,Aug,3,33,630.0013698630138
2025-08-12,Cheese Slice 100gm,39.0,3.9,63.0,2457.01,Cheese,2025,8,Aug,3,33,630.0025641025642
2025-08-13,Cheese Slice 100gm,108.0,10.8,63.0,6804.02,Cheese,2025,8,Aug,3,33,630.0018518518518
2025-08-14,Cheese Slice 100gm,32.0,3.2,63.0,2016.02,Cheese,2025,8,Aug,3,33,630.0062499999999
2025-08-15,Cheese Spread Plain 200gm,2.0,0.4,91.5,182.99,Cheese,2025,8,Aug,3,33,457.475
2025-08-15,Cheese Slice 100gm,41.0,4.1,65.2,2673.01,Cheese,2025,8,Aug,3,33,651.9536585365855
2025-08-16,Cheese Slice 100gm,38.0,3.8,63.0,2394.02,Cheese,2025,8,Aug,3,33,630.0052631578948
2025-08-17,Cheese Slice 100gm,5.0,0.5,63.0,315.01,Cheese,2025,8,Aug,3,33,630.02
2025-08-18,Cheese Spread Plain 200gm,2.0,0.4,91.5,182.99,Cheese,2025,8,Aug,3,34,457.475
2025-08-18,Cheese Slice 100gm,72.0,7.2,63.35,4561.22,Cheese,2025,8,Aug,3,34,633.5027777777779
2025-08-19,Cheese Slice 100gm,31.0,3.1,64.45,1998.03,Cheese,2025,8,Aug,3,34,644.5258064516129
2025-08-20,Cheese Spread Plain 200gm,2.0,0.4,91.5,182.99,Cheese,2025,8,Aug,3,34,457.475
2025-08-20,Cheese Slice 100gm,83.0,8.3,63.3,5254.23,Cheese,2025,8,Aug,3,34,633.0397590361445
2025-08-21,Cheese Spread Plain 200gm,2.0,0.4,91.5,182.99,Cheese,2025,8,Aug,3,34,457.475
2025-08-21,Cheese Slice 100gm,84.0,8.4,63.0,5292.0,Cheese,2025,8,Aug,3,34,630.0
2025-08-22,Cheese Spread Plain 200gm,2.0,0.4,91.5,182.99,Cheese,2025,8,Aug,3,34,457.475
2025-08-22,Cheese Slice 100gm,69.0,6.9,63.76,4399.22,Cheese,2025,8,Aug,3,34,637.568115942029
2025-08-23,Cheese Slice 100gm,45.0,4.5,63.0,2835.03,Cheese,2025,8,Aug,3,34,630.0066666666667
2025-08-24,Cheese Spread Plain 200gm,5.0,1.0,91.5,457.5,Cheese,2025,8,Aug,3,34,457.5
2025-08-24,Cheese Slice 100gm,16.0,1.6,63.0,1008.0,Cheese,2025,8,Aug,3,34,630.0
2025-08-25,Cheese Slice 100gm,51.0,5.1,63.53,3240.02,Cheese,2025,8,Aug,3,35,635.2980392156863
2025-08-26,Cheese Slice 100gm,88.0,8.8,63.0,5544.02,Cheese,2025,8,Aug,3,35,630.0022727272727
2025-08-27,Cheese Spread Plain 200gm,6.0,1.2,91.5,549.0,Cheese,2025,8,Aug,3,35,457.5
2025-08-27,Cheese Slice 100gm,96.0,9.6,63.38,6084.04,Cheese,2025,8,Aug,3,35,633.7541666666667
2025-08-28,Cheese Spread Plain 200gm,3.0,0.6,91.5,274.51,Cheese,2025,8,Aug,3,35,457.51666666666665
2025-08-28,Cheese Slice 100gm,25.0,2.5,63.0,1575.01,Cheese,2025,8,Aug,3,35,630.004
2025-08-29,Cheese Slice 100gm,86.0,8.6,64.34,5533.2,Cheese,2025,8,Aug,3,35,643.3953488372093
2025-08-30,Cheese Spread Plain 200gm,6.0,1.2,91.5,549.0,Cheese,2025,8,Aug,3,35,457.5
2025-08-30,Cheese Slice 100gm,22.0,2.2,63.0,1386.02,Cheese,2025,8,Aug,3,35,630.0090909090909
2025-08-31,Cheese Slice 100gm,21.0,2.1,63.0,1323.01,Cheese,2025,8,Aug,3,35,630.0047619047618
2025-09-01,Cheese Slice 100gm,72.0,7.2,63.18,4548.63,Cheese,2025,9,Sep,3,36,631.7541666666667
2025-09-02,Cheese Slice 100gm,83.0,8.3,63.15,5241.62,Cheese,2025,9,Sep,3,36,631.5204819277108
2025-09-03,Cheese Slice 100gm,70.0,7.0,63.0,4410.02,Cheese,2025,9,Sep,3,36,630.0028571428572
2025-09-04,Cheese Slice 100gm,5.0,0.5,63.0,315.01,Cheese,2025,9,Sep,3,36,630.02
2025-09-06,Cheese Slice 100gm,3.0,0.3,63.0,189.01,Cheese,2025,9,Sep,3,36,630.0333333333333
2025-09-07,Cheese Spread Plain 200gm,2.0,0.4,97.51,195.01,Cheese,2025,9,Sep,3,36,487.525
2025-09-07,Cheese Slice 100gm,2.0,0.2,63.0,126.0,Cheese,2025,9,Sep,3,36,630.0
2025-09-08,Cheese Slice 100gm,24.0,2.4,64.05,1537.2,Cheese,2025,9,Sep,3,37,640.5
2025-09-09,Cheese Spread Plain 200gm,1.0,0.2,91.5,91.5,Cheese,2025,9,Sep,3,37,457.5
2025-09-09,Cheese Slice 100gm,60.0,6.0,63.0,3780.02,Cheese,2025,9,Sep,3,37,630.0033333333333
2025-09-10,Cheese Spread Plain 200gm,8.0,1.6,91.5,731.99,Cheese,2025,9,Sep,3,37,457.49375
2025-09-10,Cheese Slice 100gm,42.0,4.2,63.0,2646.02,Cheese,2025,9,Sep,3,37,630.0047619047618
2025-09-11,Cheese Slice 100gm,21.0,2.1,63.0,1323.01,Cheese,2025,9,Sep,3,37,630.0047619047618
2025-09-12,Cheese Spread Plain 200gm,3.0,0.6,91.5,274.51,Cheese,2025,9,Sep,3,37,457.51666666666665
2025-09-12,Cheese Slice 100gm,49.0,4.9,63.0,3087.03,Cheese,2025,9,Sep,3,37,630.0061224489796
2025-09-13,Cheese Slice 100gm,61.0,6.1,63.0,3843.03,Cheese,2025,9,Sep,3,37,630.0049180327869
2025-09-15,Cheese Spread Plain 200gm,3.0,0.6,91.5,274.51,Cheese,2025,9,Sep,3,38,457.51666666666665
2025-09-15,Cheese Slice 100gm,53.0,5.3,63.0,3339.01,Cheese,2025,9,Sep,3,38,630.0018867924529
2025-09-16,Cheese Spread Plain 200gm,4.0,0.8,91.5,366.01,Cheese,2025,9,Sep,3,38,457.5125
2025-09-16,Cheese Slice 100gm,45.0,4.5,63.0,2835.01,Cheese,2025,9,Sep,3,38,630.0022222222223
2025-09-17,Cheese Spread Plain 200gm,4.0,0.8,91.5,365.98,Cheese,2025,9,Sep,3,38,457.475
2025-09-17,Cheese Slice 100gm,39.0,3.9,63.0,2457.03,Cheese,2025,9,Sep,3,38,630.0076923076924
2025-09-18,Cheese Slice 100gm,39.0,3.9,63.0,2457.01,Cheese,2025,9,Sep,3,38,630.0025641025642
2025-09-19,Cheese Slice 100gm,25.0,2.5,64.8,1620.01,Cheese,2025,9,Sep,3,38,648.004
2025-09-20,Cheese Slice 100gm,14.0,1.4,63.0,882.0,Cheese,2025,9,Sep,3,38,630.0
2025-09-22,Cheese Slice 100gm,20.0,2.0,60.24,1204.81,Cheese,2025,9,Sep,3,39,602.405
2025-09-23,Cheese Slice 100gm,61.0,6.1,59.06,3602.65,Cheese,2025,9,Sep,3,39,590.5983606557378
2025-09-24,Cheese Slice 100gm,80.0,8.0,59.06,4724.78,Cheese,2025,9,Sep,3,39,590.5975
2025-09-25,Cheese Spread Plain 200gm,5.0,1.0,85.78,428.9,Cheese,2025,9,Sep,3,39,428.9
2025-09-25,Cheese Slice 100gm,45.0,4.5,59.06,2657.67,Cheese,2025,9,Sep,3,39,590.5933333333334
2025-09-26,Cheese Slice 100gm,45.0,4.5,59.32,2669.5,Cheese,2025,9,Sep,3,39,593.2222222222222
2025-09-27,Cheese Slice 100gm,50.0,5.0,59.06,2952.98,Cheese,2025,9,Sep,3,39,590.596
2025-09-29,Cheese Spread Plain 200gm,2.0,0.4,85.78,171.55,Cheese,2025,9,Sep,3,40,428.875
2025-09-29,Cheese Slice 100gm,96.0,9.6,59.18,5681.55,Cheese,2025,9,Sep,3,40,591.828125
2025-09-30,Cheese Spread Plain 200gm,2.0,0.4,85.78,171.55,Cheese,2025,9,Sep,3,40,428.875
2025-09-30,Cheese Slice 100gm,52.0,5.2,59.06,3071.1,Cheese,2025,9,Sep,3,40,590.5961538461538
2025-10-01,Cheese Slice 100gm,52.0,5.2,59.29,3082.9,Cheese,2025,10,Oct,4,40,592.8653846153846
2025-10-02,Cheese Spread Plain 200gm,7.0,1.4,85.78,600.47,Cheese,2025,10,Oct,4,40,428.9071428571429
2025-10-02,Cheese Slice 100gm,45.0,4.5,59.06,2657.71,Cheese,2025,10,Oct,4,40,590.6022222222223
2025-10-03,Cheese Slice 100gm,79.0,7.9,59.21,4677.52,Cheese,2025,10,Oct,4,40,592.0911392405063
2025-10-04,Cheese Spread Plain 200gm,2.0,0.4,85.78,171.55,Cheese,2025,10,Oct,4,40,428.875
2025-10-04,Cheese Slice 100gm,50.0,5.0,59.06,2953.0,Cheese,2025,10,Oct,4,40,590.6
2025-10-05,Cheese Spread Plain 200gm,3.0,0.6,85.78,257.35,Cheese,2025,10,Oct,4,40,428.91666666666674
